SKU,Composite Item Name,Status,Combo Type,Mapped Item Name,Mapped Item SKU,Mapped Quantity
PKG_BAS_LVLP,Basic Comfort Pack - Lavender Blush,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Navy Light Blue Twin XL Reversible Comforter,CMFT_TXL_ST_SKYBLNVY,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Light Blue 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SKYBL,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Classic Navy 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_NAVY,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_NVLB,Basic Comfort Pack - Navy Light Blue,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Navy Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_NVYPLD,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Classic Navy 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_NAVY,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PDNV,Basic Comfort Pack - Navy Plaid,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Palmer Stripe Twin XL Reversible Comforter,CMFT_TXL_ST_BLKSTRP-O,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_STBK,Basic Comfort Pack - Palmer Stripe,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Parker Plaid-Navy Twin XL Reversible Comforter,CMFT_TXL_ST_PRKPLDNVY,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Classic Navy 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_NAVY,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PPNV,Basic Comfort Pack - Parker Plaid Navy,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Pure Pintuck-Soft Pink Twin XL Reversible Comforter,CMFT_TXL_PR_PNTCKPNK,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Soft Pink 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_PNK,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PNPK,Basic Comfort Pack - Pink Pintuck,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Pleated (Caia Cloud) White Twin XL Reversible Comforter,CMFT_TXL_PR_PLTDWHT-D,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PLWH,Basic Comfort Pack - Pleated White,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Plush Slate Twin XL Reversible Comforter,CMFT_TXL_PR_PLSHSLT-O,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PLGR,Basic Comfort Pack - Plush Slate,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Pom Slate Twin XL Reversible Comforter,CMFT_TXL_PR_POMSLT-O,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,"Gray 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_GRY,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PMGR,Basic Comfort Pack - Pom Slate,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Pom (Billie) White Twin XL Comforter,CMFT_TXL_PR_POMWHT-D,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PMWH,Basic Comfort Pack - Pom White,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Tufted (Andie) Arch White Twin XL Comforter,CMFT_TXL_PR_ARCHWHT-D,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_TFWH,Basic Comfort Pack - Tufted Arch White,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Pure Pintuck-Classic White Twin XL Reversible Comforter,CMFT_TXL_PR_PNTCKWHT,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,2.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_PNWH,Basic Comfort Pack - White Pintuck,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Willow Floral-Blue Mist Twin XL Reversible Comforter,CMFT_TXL_ST_BLUFLRL,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Blue Mist 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_LTBLU,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Bright White 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_WHT,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Pillow,PILLOW,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,"White 3 Piece Towel Set (Bath, Hand, Wash)",3PCTWLST_WHT,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_BAS_WFBL,Basic Comfort Pack - Willow Floral Blue Mist,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Graphite Slate Twin XL Reversible Comforter,CMFT_TXL_ST_BLKGRY,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Pillow,PILLOW,2.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_CMF_BKGR,Extra Comfort Pack - Black Gray,active,Assembly,Twin XL Egg Crate Foam Bed Topper,BEDTPR_TXL_EGCRT,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Graphite Slate Twin XL Reversible Comforter,CMFT_TXL_ST_BLKGRY,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Slate 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_SLATE,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Graphite 3 Piece Twin XL Sheet Set,SHSET_TXL_MB_BLK,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Pillow,PILLOW,2.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Twin XL Mattress Pad,MATPAD_TXL,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,"Gray 6 Piece Towel Set (2 Bath, 2 Hand, 2 Wash)",6PCTWLST_GRY,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Shower Caddy,SHWRCDY_BLK,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Laundry Bag,LNDRYBAG_GRY,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Twin XL Gray Micro Plush Blanket,PLSHBLNKT_TXL_GRY,1.0
PKG_CMF_BKGR_MEM,Extra Comfort Pack - Black Gray - Memory Foam,active,Assembly,Memory Foam Twin XL Mattress Topper,BEDTPR_TXL_MEMFOAM,1.0
PKG_CMF_PDBK,Extra Comfort Pack - Black Plaid,active,Assembly,Black Plaid Twin XL Reversible Comforter,CMFT_TXL_ST_BLKPLD-O,1.0
